"","model","(Intercept)","ECI_yoy_ch_3QMA_lag_4","avg_oil_pri_barrel_3QMA","Rl_est_Dub_q_yoy_ch_lag_1","avg_oil_pri_barrel_3QMA_lag_2","Non_oil_ECI_yoy_ch_3QMA_lag_3","Non_oil_ECI_yoy_ch_6QMA","avg_oil_pri_barrel","avg_oil_pri_barrel_3QMA_lag_1","avg_oil_pri_barrel_6QMA_lag_1","avg_oil_pri_barrel_lag_2","avg_oil_pri_barrel_lag_3","se.(Intercept)","se.ECI_yoy_ch_3QMA_lag_4","se.avg_oil_pri_barrel_3QMA","se.Rl_est_Dub_q_yoy_ch_lag_1","se.avg_oil_pri_barrel_3QMA_lag_2","se.Non_oil_ECI_yoy_ch_3QMA_lag_3","se.Non_oil_ECI_yoy_ch_6QMA","se.avg_oil_pri_barrel","se.avg_oil_pri_barrel_3QMA_lag_1","se.avg_oil_pri_barrel_6QMA_lag_1","se.avg_oil_pri_barrel_lag_2","se.avg_oil_pri_barrel_lag_3","t.(Intercept)","t.ECI_yoy_ch_3QMA_lag_4","t.avg_oil_pri_barrel_3QMA","t.Rl_est_Dub_q_yoy_ch_lag_1","t.avg_oil_pri_barrel_3QMA_lag_2","t.Non_oil_ECI_yoy_ch_3QMA_lag_3","t.Non_oil_ECI_yoy_ch_6QMA","t.avg_oil_pri_barrel","t.avg_oil_pri_barrel_3QMA_lag_1","t.avg_oil_pri_barrel_6QMA_lag_1","t.avg_oil_pri_barrel_lag_2","t.avg_oil_pri_barrel_lag_3","p.(Intercept)","p.ECI_yoy_ch_3QMA_lag_4","p.avg_oil_pri_barrel_3QMA","p.Rl_est_Dub_q_yoy_ch_lag_1","p.avg_oil_pri_barrel_3QMA_lag_2","p.Non_oil_ECI_yoy_ch_3QMA_lag_3","p.Non_oil_ECI_yoy_ch_6QMA","p.avg_oil_pri_barrel","p.avg_oil_pri_barrel_3QMA_lag_1","p.avg_oil_pri_barrel_6QMA_lag_1","p.avg_oil_pri_barrel_lag_2","p.avg_oil_pri_barrel_lag_3","R2","adjR2","MAPE_test","MAPE_training","RMSE","pF","BP_statistic","BP_pvalue","dw_statistic","dw_pvalue","shapiro_statistic","shapiro_pvalue","adf_statistic","adf_pvalue","dfdirectioncheck"
"1","DR ~ ECI_yoy_ch_3QMA_lag_4+avg_oil_pri_barrel_3QMA_lag_1",0.0427,-0.0791,NA,NA,NA,NA,NA,NA,-3e-04,NA,NA,NA,0.0012,0.009,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,36.77,-8.7814,NA,NA,NA,NA,NA,NA,-21.1322,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.965,0.9623,0.0655,0.1314,0.0018,0,2.2353,0.327,1.8877,0.474,0.9704,0.5703,-3.566,0.0531,1
